Time, Accel_x, Accel_y, Accel_z, Gyr_x, Gyr_y, Gyr_z, Label
33:0:72, -0.99, -0.27, 0.12, -23.10, 75.81, 6.51
33:0:72, -1.13, -0.24, 0.08, -1.89, 75.88, 1.54
33:0:72, -1.28, -0.21, 0.04, 16.94, 79.10, -6.65
33:0:72, -1.22, -0.24, 0.12, 31.36, 81.62, -12.46
33:0:72, -1.42, -0.22, 0.13, 47.88, 81.06, -18.97
33:0:72, -1.48, -0.17, 0.19, 60.55, 81.06, -22.82
33:0:72, -1.53, -0.18, 0.18, 65.10, 72.73, -13.58
33:0:72, -1.45, 0.03, 0.05, 49.49, 52.29, -13.93
33:0:72, -1.39, 0.02, -0.11, 17.29, 29.61, -31.08
33:0:72, -1.47, -0.12, -0.04, 32.97, 27.65, -57.75
33:0:72, -1.51, -0.21, -0.07, 88.97, 24.78, -89.53
33:0:72, -1.66, -0.21, -0.15, 113.26, 4.83, -96.32
33:0:72, -1.53, -0.23, -0.11, 80.71, -6.23, -92.61
33:0:72, -1.58, -0.25, -0.09, 25.34, -7.42, -111.16
33:0:72, -1.73, -0.50, -0.07, -14.14, -22.33, -114.87
33:0:72, -1.76, -0.79, 0.02, -16.31, -45.29, -111.79
33:0:72, -1.63, -1.08, 0.10, 9.45, -70.21, -91.14
33:0:72, -1.32, -1.22, 0.09, 39.41, -98.28, -50.19
33:0:72, -1.23, -0.73, 0.18, 66.57, -125.02, -55.58
33:0:72, -1.27, -0.61, 0.17, 74.97, -136.15, -64.40
33:0:72, -1.31, -0.47, 0.12, 80.29, -143.15, -67.41
33:0:72, -1.34, -0.38, 0.12, 74.97, -155.05, -61.53
33:0:72, -1.27, -0.28, 0.19, 81.27, -158.20, -49.14
33:0:72, -1.17, -0.34, 0.26, 113.96, -154.35, -30.03
33:0:72, -1.15, -0.27, 0.38, 167.09, -143.57, 13.44
33:0:72, -1.27, -0.12, 0.45, 188.02, -173.46, 25.55
33:0:72, -1.22, 0.06, 0.45, 142.45, -170.59, 48.65
33:0:72, -1.37, 0.19, 0.01, 99.40, -126.07, 111.30
33:0:72, -1.28, 0.14, -0.45, 98.35, -93.73, 103.81
33:0:72, -1.37, 0.02, -0.83, 89.32, -108.50, 86.94
33:0:72, -1.45, -0.02, -0.75, 35.21, -151.34, 91.70
33:0:72, -1.46, 0.11, -0.58, -48.86, -202.72, 95.20
33:0:72, -1.19, 0.08, -0.56, -148.68, -234.78, 82.18
33:0:72, -1.13, -0.27, -0.62, -171.50, -265.02, 66.43
33:0:72, -0.65, -0.57, -0.17, -170.73, -276.78, 58.80
33:0:72, -0.60, -0.50, 0.17, -169.61, -290.15, 50.68
33:0:72, -0.54, -0.47, 0.55, -135.45, -291.97, 28.49
33:0:72, -0.47, -0.43, 0.71, -121.80, -288.47, 1.68
33:0:72, -0.45, -0.60, 0.46, -139.02, -258.79, -10.64
33:0:72, -0.37, -0.66, 0.11, -127.96, -231.63, -10.29
33:0:72, -0.44, -0.47, -0.05, -92.68, -215.46, -12.74
33:0:72, -0.42, -0.26, 0.17, -49.63, -203.14, -10.57
33:0:72, -0.43, 0.03, 0.40, -8.40, -166.67, -21.70
33:0:72, -0.34, -0.17, 0.25, 27.79, -164.29, -18.06
33:0:72, -0.48, 0.05, 0.29, 33.39, -154.84, -36.68
33:0:72, -0.41, -0.10, 0.19, 19.18, -161.21, -38.29
33:0:72, -0.30, -0.29, 0.20, 4.90, -162.89, -31.78
33:0:72, -0.24, -0.30, 0.25, 2.24, -150.64, -28.28
33:0:72, -0.21, -0.31, 0.28, 1.89, -133.49, -20.58
33:0:72, -0.16, -0.27, 0.28, -3.22, -106.05, -13.30
33:0:72, -0.19, -0.13, 0.30, -9.52, -94.50, -10.22
33:0:72, -0.12, -0.20, 0.37, -8.40, -76.37, -7.07
33:0:72, 0.04, -0.19, 0.46, -3.99, -37.66, -7.14
33:0:72, 0.10, -0.24, 0.47, 2.66, -9.03, -2.80
33:0:72, 0.16, -0.23, 0.53, 16.66, 20.58, 2.80
33:0:72, 0.12, -0.07, 0.67, 47.18, 66.92, 9.45
33:0:72, 0.14, -0.28, 0.74, 74.76, 88.20, 20.37
33:0:72, 0.12, -0.31, 0.86, 99.68, 112.00, 16.87
33:0:72, 0.02, -0.31, 0.62, 103.88, 140.14, 22.12
33:0:72, -0.04, -0.34, 0.46, 119.98, 116.62, 7.56
